activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
Play music,Emotional Avoidance,1.73876E+12,Wed Feb 05 13:01:00 GMT+01:00 2025,1.73876E+12,Wed Feb 05 13:02:52 GMT+01:00 2025,60000,1 min,
Tech Config,Work,1.73876E+12,Wed Feb 05 13:14:00 GMT+01:00 2025,1.73876E+12,Wed Feb 05 13:30:52 GMT+01:00 2025,959314,15 min,
AWS ML Associate,Screen Relaxation,1.73876E+12,Wed Feb 05 13:44:00 GMT+01:00 2025,1.73876E+12,Wed Feb 05 13:45:52 GMT+01:00 2025,60000,1 min,
Guilt free Media,Screen Relaxation,1.73876E+12,Wed Feb 05 13:53:00 GMT+01:00 2025,1.73876E+12,Wed Feb 05 13:59:20 GMT+01:00 2025,327218,5 min,
Shop/Book/Plan,Relax & Wonder,1.73876E+12,Wed Feb 05 14:04:00 GMT+01:00 2025,1.73876E+12,Wed Feb 05 14:42:45 GMT+01:00 2025,2272222,37 min,
Public Speaking,Responsibilities ,1.73877E+12,Wed Feb 05 16:00:00 GMT+01:00 2025,1.73877E+12,Wed Feb 05 17:54:13 GMT+01:00 2025,6800862,1 h 53 min,
Daily Planning,Responsibilities ,1.73877E+12,Wed Feb 05 16:18:00 GMT+01:00 2025,1.73877E+12,Wed Feb 05 17:20:31 GMT+01:00 2025,3698566,1 h 1 min,
Tech Config,Emotional Avoidance,1.73877E+12,Wed Feb 05 17:16:00 GMT+01:00 2025,1.73878E+12,Wed Feb 05 18:25:25 GMT+01:00 2025,4112405,1 h 8 min,
Screen-free Meals/Breaks,Screen Relaxation,1.73877E+12,Wed Feb 05 17:51:00 GMT+01:00 2025,1.73877E+12,Wed Feb 05 17:52:11 GMT+01:00 2025,60000,1 min,
AWS AI,Responsibilities ,1.73878E+12,Wed Feb 05 18:21:00 GMT+01:00 2025,1.73878E+12,Wed Feb 05 18:22:11 GMT+01:00 2025,60000,1 min,
Nature,Responsibilities ,1.73878E+12,Wed Feb 05 18:58:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 21:49:30 GMT+01:00 2025,10278421,2 h 51 min,
Walk/Bike/Pack/Look,Emotional Avoidance,1.73878E+12,Wed Feb 05 19:07:00 GMT+01:00 2025,1.73878E+12,Wed Feb 05 19:08:21 GMT+01:00 2025,60000,1 min,
Arts & Culture,Responsibilities ,1.73878E+12,Wed Feb 05 20:08:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 22:49:50 GMT+01:00 2025,9689063,2 h 41 min,
Guilt free Media,Active,1.73878E+12,Wed Feb 05 20:13:00 GMT+01:00 2025,1.73878E+12,Wed Feb 05 20:43:56 GMT+01:00 2025,1834908,30 min,
Distracting Media,Emotional Work,1.73878E+12,Wed Feb 05 20:21:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 21:08:50 GMT+01:00 2025,2849514,47 min,
Friends & Family,Relax & Wonder,1.73878E+12,Wed Feb 05 20:47:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 22:48:27 GMT+01:00 2025,7266393,2 h 1 min,
Hobbies,Emotional Work,1.73879E+12,Wed Feb 05 20:57:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 23:12:21 GMT+01:00 2025,8099780,2 h 14 min,
Hygiene & Styling,Emotional Avoidance,1.73879E+12,Wed Feb 05 21:40:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 22:20:03 GMT+01:00 2025,2381803,39 min,
Process Emotions,Work,1.73879E+12,Wed Feb 05 21:47:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 22:07:55 GMT+01:00 2025,1234529,20 min,
Coding,Relax & Wonder,1.73879E+12,Wed Feb 05 22:08:00 GMT+01:00 2025,1.73879E+12,Wed Feb 05 22:51:50 GMT+01:00 2025,2608801,43 min,
Meditate Affir Bodyscan,Emotional Avoidance,1.73879E+12,Wed Feb 05 22:46:00 GMT+01:00 2025,1.7388E+12,Wed Feb 05 23:56:58 GMT+01:00 2025,4237627,1 h 10 min,
Work Architecture ,Screen Relaxation,1.73879E+12,Wed Feb 05 23:19:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:08:07 GMT+01:00 2025,6525910,1 h 48 min,
Social,Work,1.73879E+12,Wed Feb 05 23:31:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 00:18:58 GMT+01:00 2025,2857544,47 min,
Tech Config,Emotional Work,1.73879E+12,Wed Feb 05 23:35:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:05:20 GMT+01:00 2025,5399367,1 h 29 min,
Life Architecture,Emotional Avoidance,1.7388E+12,Wed Feb 05 23:54:00 GMT+01:00 2025,1.73881E+12,Thu Feb 06 02:34:36 GMT+01:00 2025,9615253,2 h 40 min,
Positive Reframing,Screen Relaxation,1.7388E+12,Thu Feb 06 00:28:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:41:58 GMT+01:00 2025,4416903,1 h 13 min,
Home,Relax & Wonder,1.7388E+12,Thu Feb 06 00:36:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:45:10 GMT+01:00 2025,4128848,1 h 8 min,
Belonging Architecture ,Relax & Wonder,1.7388E+12,Thu Feb 06 01:40:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:41:21 GMT+01:00 2025,60000,1 min,
Nature,Connect,1.7388E+12,Thu Feb 06 01:52:00 GMT+01:00 2025,1.7388E+12,Thu Feb 06 01:53:21 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.7388E+12,Thu Feb 06 02:06:00 GMT+01:00 2025,1.73883E+12,Thu Feb 06 10:01:00 GMT+01:00 2025,28500000,7 h 55 min,
Arts & Culture,Screen Relaxation,1.73883E+12,Thu Feb 06 10:01:00 GMT+01:00 2025,1.73884E+12,Thu Feb 06 11:15:27 GMT+01:00 2025,4446124,1 h 14 min,
Tech Config,Active,1.73883E+12,Thu Feb 06 10:26:00 GMT+01:00 2025,1.73884E+12,Thu Feb 06 11:07:09 GMT+01:00 2025,2447920,40 min,
Joy Architecture,Responsibilities ,1.73884E+12,Thu Feb 06 11:14:00 GMT+01:00 2025,1.73884E+12,Thu Feb 06 11:26:12 GMT+01:00 2025,711242,11 min,
Work Architecture ,Work,1.73884E+12,Thu Feb 06 12:03:00 GMT+01:00 2025,1.73884E+12,Thu Feb 06 13:07:07 GMT+01:00 2025,3847136,1 h 4 min,
Work-Tech Play,Screen Relaxation,1.73884E+12,Thu Feb 06 12:34:00 GMT+01:00 2025,1.73884E+12,Thu Feb 06 13:17:10 GMT+01:00 2025,2590261,43 min,
AWS ML Associate,Connect,1.73884E+12,Thu Feb 06 12:56:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 15:01:16 GMT+01:00 2025,7503825,2 h 5 min,
Walk/Bike/Pack/Look,Responsibilities ,1.73884E+12,Thu Feb 06 13:07:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 14:00:28 GMT+01:00 2025,3196151,53 min,
Play music,Responsibilities ,1.73885E+12,Thu Feb 06 13:31:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 13:32:12 GMT+01:00 2025,60000,1 min,
Hobbies,Emotional Avoidance,1.73885E+12,Thu Feb 06 13:36:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 15:31:49 GMT+01:00 2025,6934742,1 h 55 min,
Play music,Responsibilities ,1.73885E+12,Thu Feb 06 14:01:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 14:33:37 GMT+01:00 2025,1942138,32 min,
Public Speaking,Active,1.73885E+12,Thu Feb 06 15:40:00 GMT+01:00 2025,1.73886E+12,Thu Feb 06 17:03:52 GMT+01:00 2025,5017469,1 h 23 min,
Meditate Affir Bodyscan,Relax & Wonder,1.73885E+12,Thu Feb 06 15:52:00 GMT+01:00 2025,1.73885E+12,Thu Feb 06 16:06:40 GMT+01:00 2025,865789,14 min,
Life Architecture,Connect,1.73886E+12,Thu Feb 06 16:44:00 GMT+01:00 2025,1.73886E+12,Thu Feb 06 16:46:47 GMT+01:00 2025,152787,2 min,
Positive Reframing,Responsibilities ,1.73887E+12,Thu Feb 06 19:15:00 GMT+01:00 2025,1.73887E+12,Thu Feb 06 20:08:23 GMT+01:00 2025,3188118,53 min,
Friends & Family,Emotional Avoidance,1.73887E+12,Thu Feb 06 20:00:00 GMT+01:00 2025,1.73887E+12,Thu Feb 06 20:48:28 GMT+01:00 2025,2893103,48 min,
Tech Config,Active,1.73887E+12,Thu Feb 06 20:44:00 GMT+01:00 2025,1.73888E+12,Thu Feb 06 22:04:39 GMT+01:00 2025,4824308,1 h 20 min,
Work Distractions,Emotional Work,1.73887E+12,Thu Feb 06 21:15:00 GMT+01:00 2025,1.73887E+12,Thu Feb 06 21:44:04 GMT+01:00 2025,1729106,28 min,
Tech News,Relax & Wonder,1.73888E+12,Thu Feb 06 21:51:00 GMT+01:00 2025,1.73888E+12,Thu Feb 06 21:52:15 GMT+01:00 2025,60000,1 min,
Life Architecture,Relax & Wonder,1.73888E+12,Thu Feb 06 22:03:00 GMT+01:00 2025,1.73888E+12,Thu Feb 06 22:20:45 GMT+01:00 2025,1050378,17 min,
Guilt free Media,Connect,1.73888E+12,Thu Feb 06 22:33:00 GMT+01:00 2025,1.73888E+12,Fri Feb 07 00:15:17 GMT+01:00 2025,6122774,1 h 42 min,
Coding,Relax & Wonder,1.73888E+12,Thu Feb 06 23:47:00 GMT+01:00 2025,1.73888E+12,Fri Feb 07 00:14:05 GMT+01:00 2025,1610296,26 min,
Sleep,Sleep,1.73888E+12,Fri Feb 07 00:16:00 GMT+01:00 2025,1.73891E+12,Fri Feb 07 08:15:00 GMT+01:00 2025,28740000,7 h 59 min,
Screen-free Meals/Breaks,Responsibilities ,1.73891E+12,Fri Feb 07 08:15:00 GMT+01:00 2025,1.73891E+12,Fri Feb 07 08:45:59 GMT+01:00 2025,1821169,30 min,
Finance & Paperwork,Emotional Avoidance,1.73891E+12,Fri Feb 07 08:52:00 GMT+01:00 2025,1.73892E+12,Fri Feb 07 10:47:57 GMT+01:00 2025,6919070,1 h 55 min,
Life Architecture,Relax & Wonder,1.73892E+12,Fri Feb 07 09:00:00 GMT+01:00 2025,1.73892E+12,Fri Feb 07 09:01:38 GMT+01:00 2025,60000,1 min,
w_Start-up,Relax & Wonder,1.73892E+12,Fri Feb 07 11:25:00 GMT+01:00 2025,1.73892E+12,Fri Feb 07 11:26:38 GMT+01:00 2025,60000,1 min,
Meditate Affir Bodyscan,Emotional Work,1.73892E+12,Fri Feb 07 11:36:00 GMT+01:00 2025,1.73893E+12,Fri Feb 07 12:12:53 GMT+01:00 2025,2175785,36 min,
Hobbies,Emotional Work,1.73893E+12,Fri Feb 07 12:12:00 GMT+01:00 2025,1.73893E+12,Fri Feb 07 12:26:35 GMT+01:00 2025,837820,13 min,
Dating ,Work,1.73893E+12,Fri Feb 07 12:28:00 GMT+01:00 2025,1.73893E+12,Fri Feb 07 12:29:18 GMT+01:00 2025,60000,1 min,
Work Distractions,Active,1.73894E+12,Fri Feb 07 14:42:00 GMT+01:00 2025,1.73894E+12,Fri Feb 07 15:17:33 GMT+01:00 2025,2114800,35 min,
Hygiene & Styling,Responsibilities ,1.73894E+12,Fri Feb 07 15:21:00 GMT+01:00 2025,1.73894E+12,Fri Feb 07 16:43:03 GMT+01:00 2025,4872603,1 h 21 min,
Needed Tech Config,Relax & Wonder,1.73894E+12,Fri Feb 07 16:00:00 GMT+01:00 2025,1.73894E+12,Fri Feb 07 16:47:32 GMT+01:00 2025,2801641,46 min,
Work Distractions,Screen Relaxation,1.73894E+12,Fri Feb 07 16:53:00 GMT+01:00 2025,1.73895E+12,Fri Feb 07 18:02:20 GMT+01:00 2025,4109528,1 h 8 min,
Arts & Culture,Relax & Wonder,1.73895E+12,Fri Feb 07 18:00:00 GMT+01:00 2025,1.73896E+12,Fri Feb 07 20:53:10 GMT+01:00 2025,10339139,2 h 52 min,
AWS AI,Emotional Avoidance,1.73895E+12,Fri Feb 07 18:08:00 GMT+01:00 2025,1.73895E+12,Fri Feb 07 18:32:33 GMT+01:00 2025,1422126,23 min,
Guilt free Media,Work,1.73895E+12,Fri Feb 07 18:47:00 GMT+01:00 2025,1.73895E+12,Fri Feb 07 19:54:22 GMT+01:00 2025,3991123,1 h 6 min,
Social Dating Chances,Active,1.73895E+12,Fri Feb 07 20:00:00 GMT+01:00 2025,1.73896E+12,Fri Feb 07 20:13:05 GMT+01:00 2025,734274,12 min,
Sports,Screen Relaxation,1.73897E+12,Fri Feb 07 22:52:00 GMT+01:00 2025,1.73897E+12,Fri Feb 07 22:53:51 GMT+01:00 2025,60000,1 min,
Life Architecture,Work,1.73897E+12,Sat Feb 08 00:38:00 GMT+01:00 2025,1.73897E+12,Sat Feb 08 00:45:52 GMT+01:00 2025,421251,7 min,
Arts & Culture,Connect,1.73897E+12,Sat Feb 08 00:44:00 GMT+01:00 2025,1.73897E+12,Sat Feb 08 00:59:11 GMT+01:00 2025,860215,14 min,
Sleep,Sleep,1.73897E+12,Sat Feb 08 00:52:00 GMT+01:00 2025,1.739E+12,Sat Feb 08 08:10:00 GMT+01:00 2025,26280000,7 h 18 min,
Work Distractions,Active,1.739E+12,Sat Feb 08 08:10:00 GMT+01:00 2025,1.739E+12,Sat Feb 08 09:22:57 GMT+01:00 2025,4326613,1 h 12 min,
Life Architecture,Relax & Wonder,1.739E+12,Sat Feb 08 08:40:00 GMT+01:00 2025,1.73901E+12,Sat Feb 08 12:10:05 GMT+01:00 2025,12554317,3 h 29 min,
Meditate Affir Bodyscan,Relax & Wonder,1.739E+12,Sat Feb 08 08:59:00 GMT+01:00 2025,1.739E+12,Sat Feb 08 09:00:51 GMT+01:00 2025,60000,1 min,
Positive Reframing,Active,1.73902E+12,Sat Feb 08 15:18:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 15:37:28 GMT+01:00 2025,1117158,18 min,
Screen-free Meals/Breaks,Relax & Wonder,1.73902E+12,Sat Feb 08 15:23:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 16:06:50 GMT+01:00 2025,2579016,42 min,
Belonging Architecture ,Responsibilities ,1.73902E+12,Sat Feb 08 15:24:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 16:39:28 GMT+01:00 2025,4476821,1 h 14 min,
Tech News,Active,1.73903E+12,Sat Feb 08 15:32:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 16:38:21 GMT+01:00 2025,3929929,1 h 5 min,
Arts & Culture,Work,1.73903E+12,Sat Feb 08 16:08:00 GMT+01:00 2025,1.73904E+12,Sat Feb 08 18:24:41 GMT+01:00 2025,8150246,2 h 15 min,
AWS ML Associate,Active,1.73903E+12,Sat Feb 08 16:18:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 16:19:51 GMT+01:00 2025,60000,1 min,
Coding,Screen Relaxation,1.73903E+12,Sat Feb 08 16:35:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 16:36:51 GMT+01:00 2025,60000,1 min,
Life Architecture,Relax & Wonder,1.73903E+12,Sat Feb 08 17:32:00 GMT+01:00 2025,1.73903E+12,Sat Feb 08 17:46:00 GMT+01:00 2025,789419,13 min,
Private Impact,Responsibilities ,1.73903E+12,Sat Feb 08 17:40:00 GMT+01:00 2025,1.73904E+12,Sat Feb 08 19:43:49 GMT+01:00 2025,7377779,2 h 2 min,
Tech Config,Responsibilities ,1.73904E+12,Sat Feb 08 18:40:00 GMT+01:00 2025,1.73904E+12,Sat Feb 08 18:41:51 GMT+01:00 2025,60000,1 min,
Cooking,Connect,1.73905E+12,Sat Feb 08 21:16:00 GMT+01:00 2025,1.73905E+12,Sat Feb 08 21:17:51 GMT+01:00 2025,60000,1 min,
Life Architecture,Work,1.73905E+12,Sat Feb 08 21:24:00 GMT+01:00 2025,1.73905E+12,Sat Feb 08 22:51:33 GMT+01:00 2025,5202082,1 h 26 min,
Tech News,Emotional Work,1.73905E+12,Sat Feb 08 23:04:00 GMT+01:00 2025,1.73906E+12,Sun Feb 09 00:08:58 GMT+01:00 2025,3847662,1 h 4 min,
Cooking,Emotional Work,1.73906E+12,Sun Feb 09 00:00:00 GMT+01:00 2025,1.73906E+12,Sun Feb 09 00:01:51 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.73906E+12,Sun Feb 09 01:28:00 GMT+01:00 2025,1.73909E+12,Sun Feb 09 09:09:00 GMT+01:00 2025,27660000,7 h 41 min,
Process Emotions,Active,1.73909E+12,Sun Feb 09 09:09:00 GMT+01:00 2025,1.73909E+12,Sun Feb 09 09:10:52 GMT+01:00 2025,60000,1 min,
Process Emotions,Connect,1.73909E+12,Sun Feb 09 09:45:00 GMT+01:00 2025,1.73909E+12,Sun Feb 09 09:46:52 GMT+01:00 2025,60000,1 min,
AWS AI,Emotional Avoidance,1.73909E+12,Sun Feb 09 09:55:00 GMT+01:00 2025,1.73909E+12,Sun Feb 09 10:50:49 GMT+01:00 2025,3297155,54 min,
Friends & Family,Active,1.7391E+12,Sun Feb 09 12:46:00 GMT+01:00 2025,1.7391E+12,Sun Feb 09 12:51:02 GMT+01:00 2025,250015,4 min,
Daily Planning,Connect,1.7391E+12,Sun Feb 09 13:02:00 GMT+01:00 2025,1.73911E+12,Sun Feb 09 14:23:32 GMT+01:00 2025,4883182,1 h 21 min,
Cooking,Work,1.73911E+12,Sun Feb 09 14:51:00 GMT+01:00 2025,1.73911E+12,Sun Feb 09 14:52:09 GMT+01:00 2025,60000,1 min,
Dating ,Work,1.73911E+12,Sun Feb 09 15:42:00 GMT+01:00 2025,1.73911E+12,Sun Feb 09 15:43:09 GMT+01:00 2025,60000,1 min,
Cooking,Work,1.73912E+12,Sun Feb 09 18:56:00 GMT+01:00 2025,1.73912E+12,Sun Feb 09 18:57:09 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Work,1.73913E+12,Sun Feb 09 22:00:00 GMT+01:00 2025,1.73914E+12,Sun Feb 09 22:29:49 GMT+01:00 2025,1779992,29 min,
Snooze,Work,1.73914E+12,Sun Feb 09 23:06:00 GMT+01:00 2025,1.73914E+12,Sun Feb 09 23:16:24 GMT+01:00 2025,615033,10 min,
Tech News,Connect,1.73914E+12,Mon Feb 10 00:00:00 GMT+01:00 2025,1.73915E+12,Mon Feb 10 01:42:28 GMT+01:00 2025,6139420,1 h 42 min,
Home,Connect,1.73914E+12,Mon Feb 10 00:16:00 GMT+01:00 2025,1.73914E+12,Mon Feb 10 00:17:09 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.73915E+12,Mon Feb 10 01:26:00 GMT+01:00 2025,1.73918E+12,Mon Feb 10 09:14:00 GMT+01:00 2025,28080000,7 h 48 min,
Tech Config,Responsibilities ,1.73918E+12,Mon Feb 10 09:14:00 GMT+01:00 2025,1.73918E+12,Mon Feb 10 10:04:37 GMT+01:00 2025,3028176,50 min,
Private Impact,Screen Relaxation,1.73918E+12,Mon Feb 10 09:23:00 GMT+01:00 2025,1.73918E+12,Mon Feb 10 10:48:58 GMT+01:00 2025,5148972,1 h 25 min,
Social,Emotional Work,1.73918E+12,Mon Feb 10 09:44:00 GMT+01:00 2025,1.73919E+12,Mon Feb 10 12:39:27 GMT+01:00 2025,10517951,2 h 55 min,
Social,Relax & Wonder,1.73918E+12,Mon Feb 10 09:59:00 GMT+01:00 2025,1.73918E+12,Mon Feb 10 10:13:17 GMT+01:00 2025,847778,14 min,
Job Search,Work,1.73919E+12,Mon Feb 10 13:48:00 GMT+01:00 2025,1.7392E+12,Mon Feb 10 14:57:51 GMT+01:00 2025,4181804,1 h 9 min,
Guilt free Media,Emotional Avoidance,1.7392E+12,Mon Feb 10 14:47:00 GMT+01:00 2025,1.7392E+12,Mon Feb 10 14:48:09 GMT+01:00 2025,60000,1 min,
Sailing,Relax & Wonder,1.7392E+12,Mon Feb 10 15:00:00 GMT+01:00 2025,1.7392E+12,Mon Feb 10 15:01:09 GMT+01:00 2025,60000,1 min,
Hygiene & Styling,Connect,1.7392E+12,Mon Feb 10 15:55:00 GMT+01:00 2025,1.73921E+12,Mon Feb 10 17:40:42 GMT+01:00 2025,6333495,1 h 45 min,
Wellness ,Emotional Avoidance,1.7392E+12,Mon Feb 10 16:17:00 GMT+01:00 2025,1.7392E+12,Mon Feb 10 17:04:06 GMT+01:00 2025,2817058,46 min,
AWS ML Associate,Emotional Avoidance,1.7392E+12,Mon Feb 10 16:30:00 GMT+01:00 2025,1.73921E+12,Mon Feb 10 18:38:43 GMT+01:00 2025,7713622,2 h 8 min,
Arts & Culture,Emotional Avoidance,1.73921E+12,Mon Feb 10 17:55:00 GMT+01:00 2025,1.73921E+12,Mon Feb 10 17:56:09 GMT+01:00 2025,60000,1 min,
Arts & Culture,Responsibilities ,1.73921E+12,Mon Feb 10 18:07:00 GMT+01:00 2025,1.73921E+12,Mon Feb 10 19:30:19 GMT+01:00 2025,4990033,1 h 23 min,
Process Emotions,Connect,1.73921E+12,Mon Feb 10 19:05:00 GMT+01:00 2025,1.73922E+12,Mon Feb 10 22:01:17 GMT+01:00 2025,10568280,2 h 56 min,
Tech Config,Emotional Avoidance,1.73921E+12,Mon Feb 10 19:41:00 GMT+01:00 2025,1.73922E+12,Mon Feb 10 20:57:25 GMT+01:00 2025,4575684,1 h 16 min,
Belonging Architecture ,Work,1.73923E+12,Mon Feb 10 23:05:00 GMT+01:00 2025,1.73923E+12,Tue Feb 11 00:11:33 GMT+01:00 2025,3983815,1 h 6 min,
Public Speaking,Active,1.73923E+12,Mon Feb 10 23:37:00 GMT+01:00 2025,1.73923E+12,Tue Feb 11 00:25:04 GMT+01:00 2025,2875435,47 min,
Finance & Paperwork,Emotional Avoidance,1.73923E+12,Mon Feb 10 23:56:00 GMT+01:00 2025,1.73923E+12,Mon Feb 10 23:57:09 GMT+01:00 2025,60000,1 min,
Work Training,Responsibilities ,1.73923E+12,Mon Feb 10 23:59:00 GMT+01:00 2025,1.73924E+12,Tue Feb 11 02:19:55 GMT+01:00 2025,8445829,2 h 20 min,
Distracting Media,Relax & Wonder,1.73923E+12,Tue Feb 11 00:54:00 GMT+01:00 2025,1.73923E+12,Tue Feb 11 00:59:23 GMT+01:00 2025,313938,5 min,
Sleep,Sleep,1.73923E+12,Tue Feb 11 01:14:00 GMT+01:00 2025,1.73926E+12,Tue Feb 11 09:53:00 GMT+01:00 2025,31140000,8 h 39 min,
Friends & Family,Connect,1.73926E+12,Tue Feb 11 09:53:00 GMT+01:00 2025,1.73927E+12,Tue Feb 11 11:15:15 GMT+01:00 2025,4926270,1 h 22 min,
Social Dating Chances,Screen Relaxation,1.73927E+12,Tue Feb 11 10:14:00 GMT+01:00 2025,1.73927E+12,Tue Feb 11 10:15:09 GMT+01:00 2025,60000,1 min,
Hobbies,Responsibilities ,1.73927E+12,Tue Feb 11 10:33:00 GMT+01:00 2025,1.73927E+12,Tue Feb 11 10:34:09 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.73927E+12,Tue Feb 11 10:44:00 GMT+01:00 2025,1.73928E+12,Tue Feb 11 13:10:24 GMT+01:00 2025,8774650,2 h 26 min,
Home,Connect,1.73927E+12,Tue Feb 11 11:00:00 GMT+01:00 2025,1.73927E+12,Tue Feb 11 11:24:05 GMT+01:00 2025,1403834,23 min,
Home,Active,1.73927E+12,Tue Feb 11 12:00:00 GMT+01:00 2025,1.73928E+12,Tue Feb 11 14:28:11 GMT+01:00 2025,8849864,2 h 27 min,
Work Architecture ,Emotional Avoidance,1.73927E+12,Tue Feb 11 12:16:00 GMT+01:00 2025,1.73928E+12,Tue Feb 11 12:58:37 GMT+01:00 2025,2516541,41 min,
Cooking,Responsibilities ,1.73928E+12,Tue Feb 11 13:48:00 GMT+01:00 2025,1.73928E+12,Tue Feb 11 13:49:41 GMT+01:00 2025,60000,1 min,
Work Distractions,Emotional Work,1.73928E+12,Tue Feb 11 14:21:00 GMT+01:00 2025,1.73929E+12,Tue Feb 11 16:10:30 GMT+01:00 2025,6529069,1 h 48 min,
w_Start-up,Work,1.73928E+12,Tue Feb 11 15:35:00 GMT+01:00 2025,1.73928E+12,Tue Feb 11 15:42:21 GMT+01:00 2025,400637,6 min,
Snooze,Screen Relaxation,1.73928E+12,Tue Feb 11 15:40:00 GMT+01:00 2025,1.73929E+12,Tue Feb 11 17:16:10 GMT+01:00 2025,5729379,1 h 35 min,
Dating ,Relax & Wonder,1.73929E+12,Tue Feb 11 15:48:00 GMT+01:00 2025,1.73929E+12,Tue Feb 11 16:37:45 GMT+01:00 2025,2944308,49 min,
Screen-free Meals/Breaks,Responsibilities ,1.7393E+12,Tue Feb 11 18:58:00 GMT+01:00 2025,1.7393E+12,Tue Feb 11 18:59:41 GMT+01:00 2025,60000,1 min,
Social,Connect,1.7393E+12,Tue Feb 11 20:56:00 GMT+01:00 2025,1.73931E+12,Tue Feb 11 21:55:20 GMT+01:00 2025,3519470,58 min,
Meditate Affir Bodyscan,Screen Relaxation,1.73931E+12,Tue Feb 11 23:00:00 GMT+01:00 2025,1.73932E+12,Wed Feb 12 02:19:23 GMT+01:00 2025,11922217,3 h 18 min,
Sleep,Sleep,1.73932E+12,Wed Feb 12 00:17:00 GMT+01:00 2025,1.73934E+12,Wed Feb 12 08:15:00 GMT+01:00 2025,28680000,7 h 58 min,
Guilt free Media,Screen Relaxation,1.73934E+12,Wed Feb 12 08:15:00 GMT+01:00 2025,1.73935E+12,Wed Feb 12 09:36:59 GMT+01:00 2025,4878727,1 h 21 min,
Snooze,Screen Relaxation,1.73935E+12,Wed Feb 12 08:45:00 GMT+01:00 2025,1.73935E+12,Wed Feb 12 09:29:03 GMT+01:00 2025,2602196,43 min,
Process Emotions,Emotional Avoidance,1.73937E+12,Wed Feb 12 14:43:00 GMT+01:00 2025,1.73938E+12,Wed Feb 12 16:45:08 GMT+01:00 2025,7286980,2 h 1 min,
Sports,Work,1.73937E+12,Wed Feb 12 15:14:00 GMT+01:00 2025,1.73937E+12,Wed Feb 12 16:16:32 GMT+01:00 2025,3711241,1 h 1 min,
AWS AI,Emotional Avoidance,1.73937E+12,Wed Feb 12 15:30:00 GMT+01:00 2025,1.73937E+12,Wed Feb 12 16:32:27 GMT+01:00 2025,3706551,1 h 1 min,
AWS AI,Connect,1.73937E+12,Wed Feb 12 16:36:00 GMT+01:00 2025,1.73937E+12,Wed Feb 12 16:37:41 GMT+01:00 2025,60000,1 min,
Process Emotions,Emotional Avoidance,1.73938E+12,Wed Feb 12 19:16:00 GMT+01:00 2025,1.73939E+12,Wed Feb 12 20:20:08 GMT+01:00 2025,3807097,1 h 3 min,
Dating ,Emotional Work,1.73939E+12,Wed Feb 12 21:04:00 GMT+01:00 2025,1.7394E+12,Wed Feb 12 23:03:23 GMT+01:00 2025,7121980,1 h 58 min,
Home,Work,1.73939E+12,Wed Feb 12 21:16:00 GMT+01:00 2025,1.73939E+12,Wed Feb 12 21:17:41 GMT+01:00 2025,60000,1 min,
Social Dating Chances,Work,1.7394E+12,Wed Feb 12 23:00:00 GMT+01:00 2025,1.73941E+12,Thu Feb 13 01:26:12 GMT+01:00 2025,8730850,2 h 25 min,
Hygiene & Styling,Connect,1.7394E+12,Wed Feb 12 23:34:00 GMT+01:00 2025,1.7394E+12,Thu Feb 13 00:15:41 GMT+01:00 2025,2460815,41 min,
Dating ,Relax & Wonder,1.7394E+12,Wed Feb 12 23:48:00 GMT+01:00 2025,1.7394E+12,Wed Feb 12 23:49:10 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.73941E+12,Thu Feb 13 01:06:00 GMT+01:00 2025,1.73943E+12,Thu Feb 13 08:36:00 GMT+01:00 2025,27000000,7 h 30 min,
